Film,Rating,Year,Budget,Actor,Director,Writer,Popularity
2585155,8,1945,1453000,7.701044628930391,7.525000035762787,7.774074033454612,0
2585737,7.7,2008,20000000,7.269468432139002,6.888888888888889,7.199999968210856,0
2585975,8.1,2004,30000000,6.911219349125042,7.055555582046509,7.830000209808349,0
2586230,7.6,2006,146241.6,7.578225712622365,7.599999904632568,,1
2586308,5.9,1997,25000000,6.221382824560755,7.025000035762787,6.414814860732467,1
2586850,6.4,2004,27000000,5.989393978822252,5.772727186029607,6.583333412806192,1
2586912,5.2,1992,1000000,5.25629611545139,5.199999809265137,6.066666603088379,1
2587168,5.9,2006,6000000,5.968762863511218,5.900000095367432,5.900000095367432,1
2587366,7.4,1971,900000,6.996759313124198,7.5,7.5,1
2587382,7,2001,6162151.4668,6.934374982560122,7,7,1
2587440,3.6,2006,7000000,4.300173528965503,3.5999999046325684,3.5999999046325684,1
2587614,4.8,2001,1652689,4.989311754530754,4.800000190734863,5.580000114440918,1
2587643,6.5,1987,6795140,6.480444441719187,6.5,6.300000031789144,1
2587749,6,2008,45000000,6.160171695129633,6.692307655627911,6,0
2587793,7.1,1988,3000000,6.766479580307715,7.099999904632568,7,1
2588317,7,2005,4000000,6.915175197476691,7,7.25,1
2588640,7.8,1990,20000000,6.807227716161095,7.2600000381469725,6.6752525427526095,1
2588739,7.9,1985,5000000,7.748378875544578,6.657142843518939,7.596666717529296,0
2589033,4.7,2008,6938400,5.111804074282369,4.699999809265137,4.699999809265137,1
2589037,6.1,2000,45000000,6.133726689347011,5.900000095367432,5.413333320617675,1
2589038,4.9,2005,45000000,5.349950599407157,5.6000001430511475,5.413333320617675,1
2589239,5,2009,6000000,5.297853824109943,5,5,1
2589366,7.7,2011,750000,7.176206683651771,7.699999809265137,7.699999809265137,0
2589777,5.2,1984,2550000,5.550393826077396,5.049999952316284,5.2083332141240435,0
2589780,5,1985,2410000,5.546081347361444,4.950000047683716,5.099999904632568,0
2589959,7.6,2010,1618960,7.001223383176896,7.599999904632568,7.599999904632568,1
2590006,5.5,2000,90000000,5.8550726811923495,6.65555559264289,5.95714287672724,1
2590038,7.1,1996,80000000,6.814326704975629,6.65555559264289,6.822222252686819,1
2590041,7.4,2011,145000000,6.966336392325703,7.825000047683716,7.208333412806193,1
2590047,6,2000,125000000,6.153153846777598,6.7428571837288995,6.753472228844961,1
2590048,6.8,2006,150000000,6.506642836018742,6.950000047683716,6.6412500091961455,1
2590141,7.8,1988,15000000,7.426421223314858,7.257142952510288,7.800000190734863,1
2590362,6.3,2007,9500000,6.424531175724413,6.450000047683716,6.466666777928671,1
2590618,7.5,2010,2891000,7.411524822948673,7.5,7.5,1
2591208,5.3,1994,15000000,6.034942219961955,5.900000095367432,5.909523907161894,1
2591677,6.8,2006,16000000,6.9756566630469425,6.800000190734863,6.800000190734863,0
2591739,6.5,1990,10000000,6.471871025768012,6.692307655627911,6.774999976158142,0
2591943,7.4,1956,4500000,7.19941326178167,6.989999985694885,7.357272742011331,1
2592012,6.5,2001,3000000,6.292508968401127,6.5,4.966666618982951,1
2592348,4.9,1981,8000000,5.502416759349133,5.400000095367432,5.066666762034099,1
2592377,8.6,1936,1500000,7.9753908397458355,8.07142870766776,8.01250010728836,1
2592452,5.2,1966,3000000,5.660380829705132,6.733333269755046,5.419999837875366,1
2592471,7.4,2004,14000000,7.0465809930422525,7.400000095367432,6.6000001430511475,0
2592743,7.1,2000,4000000,6.746628240756888,7.53333314259847,6.799999925825331,0
2593216,6.8,2010,5000000,6.800000190734863,6.800000190734863,6.800000190734863,0
2593248,5.8,1999,21000000,5.894806091973925,5.366666793823242,5.800000190734863,1
2593406,5.2,1992,14000000,6.003694437747213,5.699999809265137,5.941666609711117,1
2593724,6.6,1981,5000000,6.62067004306269,6.599999904632568,6.659999910990398,0
2594063,7.5,1971,626435.25,7.498039217556224,7.5,7.5,1
2594175,6.4,2003,65000000,6.422726065567501,6.5,5.966666618982951,1
2594558,5.7,1993,11000000,6.09123613062969,5.699999809265137,6.166666507720947,1
2594654,6.1,1997,25000000,6.119704159815763,6.327272675254128,5.550000071525574,1
2594678,5.5,1995,60000000,6.145469093149473,5.900000095367432,6.043333387374878,1
2594736,7.3,2007,20000000,7.285454732721502,6.650000095367432,6.900000095367432,0
2594998,4.7,2001,75000000,5.4277144164377304,6.366666475931804,5.566666523615519,0
2595145,8.4,1997,20443200,7.550655551117626,8.399999618530273,7.8999998569488525,0
2595443,7.3,2003,4500000,6.731908897635555,7.300000190734863,7.300000190734863,0
2595621,6,2003,4000000,5.925347211460273,6.400000095367432,6.400000095367432,1
2595699,7.1,2001,4000000,6.722017228788365,7.2571428162711005,7.099999904632568,1
2595704,5.4,2005,60000000,5.711486139106579,5.919999980926514,5.400000095367432,1
2595748,6.4,2010,800000,6.394509321978304,6.549999952316284,6.400000095367432,1
2595793,6.6,2009,175000000,6.475972458298654,6.400000015894571,6.5527777671813965,0
2595828,2.6,1963,40000,3.752232087509973,2.5999999046325684,2.9999999403953552,1
2596006,7.2,1970,5000000,6.978065962890273,6.099999904632568,7.2388888253106005,0
2596170,8.4,1975,347335.49625,8.101572202970456,7.764583180348079,7.771388730075625,1
2596355,8,2009,5000000,7.0438968327310345,8,8,1
2596375,6.7,2003,3000000,6.801309406189691,6.699999809265137,6.699999809265137,1
2596437,5.9,1988,20000000,6.053140810971335,6.25,6.1233333905537926,1
2596470,7.3,2007,4500000,7.027505519276573,7.300000190734863,7.150000174840291,1
2596654,7.8,2012,16000000,7.428072643995352,7.424999952316284,7.279166658719381,1
2597080,5.2,1979,3000000,5.763255107967404,5.199999809265137,6.012499940395355,0
2597863,6.5,2010,40000000,6.429511039800792,6.899999976158142,6.033333381017049,1
2598155,5.8,1995,18000000,5.850351915390712,5.9666666984558105,4.783333381017049,1
2598172,3.6,1997,30000000,5.12822946910978,4.700000047683716,4.508333298895094,1
2598201,5.7,1991,8000000,6.143843369224461,5.924999952316284,5.699999809265137,1
2598408,6.4,1984,13000000,6.401580427147766,6.25,6.235000038146973,1
2598526,4.2,1995,200000,4.368235128066119,3.8999999364217124,4.199999809265137,1
2598647,5.5,1997,25000000,5.8168815057079994,5.5,5.449999928474426,1
2599134,5.3,1994,8000000,5.966969019627897,5.150000095367432,5.516666809717814,1
2599146,5.4,1980,150000,5.550101101518881,5.400000095367432,5.741666754086813,1
2599160,6.3,2010,11000000,6.084967345033421,6.3199999809265135,5.927777899636163,1
2599282,4.6,2009,5000000,5.661320304829124,4.599999904632568,4.599999904632568,1
2599806,7.2,1952,1500000,7.20358279204167,6.989999985694885,7.307792124810157,0
2599809,7.7,2001,52500000,7.392951273564779,7.199999968210856,7.349999984105429,0
2600145,6.4,1997,38000000,6.301114268993721,6.828571455819266,5.5333333015441895,1
2600376,4.4,2013,6000000,5.462035092307869,5.0620338597219865,4.497222314940559,1
2600891,7,2005,12000000,6.464656544858952,7.099999904632568,6.262499988079071,1
2600996,5.5,2004,30000000,5.768129306396736,5.549999952316284,5.333333333333333,0
2601056,7.2,2013,295000,,7.199999809265137,7.199999809265137,0
2601303,4.4,2001,2944196,4.66656258131067,4.400000095367432,4.400000095367432,1
2601324,7.4,2007,20000000,6.636769071392042,7.400000095367432,7.025000095367432,1
2601420,5.8,2002,50000000,5.905324701179027,5.450000047683716,6.399047724405925,1
2601424,6.3,1990,20000000,6.1667337177349095,6.300000190734863,6.050000190734863,1
2601580,6.9,1962,2000000,7.032381642155026,6.950000047683716,7.050000071525574,1
2601696,7.6,1976,3500000,7.42402771187551,6.733333269755046,7.488888846503364,0
2601842,7.9,2009,47000000,7.541070997477116,7.75,7.75,1
2601883,7,2014,145000000,6.686035495307753,6.385714326586042,5.8977142960684645,0
2601944,6,2011,55000000,6.285850722909805,6.139999961853027,6.219999980926514,1
2602067,8.3,1939,1500000,7.859333212261684,7.580000114440918,7.76944457160102,1
2602295,7.1,2005,20000000,6.972385005199157,6.899999959128244,7.137499928474426,0
2602379,6.8,1993,25000000,6.429932445650681,6.6333334181043835,6.491666793823242,1
2602458,6.4,1994,7000000,6.2711044706904255,5.924999952316284,6.212500035762787,0
2602567,6.8,1981,62000,6.706650232648268,6.175000071525574,5.866666793823242,1
2603080,7.5,1993,8000000,7.0092532748344265,7.2600000381469725,7.23250002861023,1
2603397,6.7,1999,4047400,6.767756277169937,6.762499988079071,6.837499976158142,1
2603712,7.6,1988,700000,7.436785644009,7.474999904632568,7.474999904632568,1
2603807,5,2002,2758760,5.509345220951807,5,5.899999962912665,0
2603919,7.5,1998,70000000,6.770462231022536,6.924999952316284,7.473106399533295,0
2603942,5.7,2006,60000,5.7899411839357455,6.1499998569488525,6.1499998569488525,1
2604080,6.1,2008,668197.6,6.128703611868399,6.099999904632568,6.099999904632568,1
2604104,7.6,1995,3000,7.455999908447266,7.599999904632568,7.599999904632568,0
2604161,7,1970,5000,6.767489731950526,6.488888846503364,6.488888846503364,1
2604185,5.9,1996,45000000,6.148466740082481,6.7500001192092896,6.07361114025116,1
2604213,6,2008,151295,5.946428571428571,6,6,1
2604266,7.9,2008,1298240,7.723512120726689,7,7.900000095367432,1
2604498,4.5,2011,200000,5.082738085871651,4.5,4.5,1
2604642,6.6,2014,50000000,6.647199127798611,6.8999998569488525,6.580952273474799,0
2604848,7,1979,4176235,6.973220729456127,6.416666666666667,6.804166664679845,1
2604855,6.1,2002,50000000,6.224024244619932,6.0333333015441895,6.599999904632568,1
2605126,7.7,1944,400000,7.538612932995715,6.833333333333333,7.7833333015441895,0
2605233,7.2,1994,3000000,7.063324378890757,7.049999952316284,7.049999952316284,1
2605332,6.9,1985,13000000,6.675526688913601,6.950000047683716,7.033333381017049,1
2605397,6.1,2007,1500000,6.099999904632568,6.099999904632568,6.099999904632568,1
2606165,5.9,2005,30000000,6.006273861503749,6,5.950000047683716,1
2606206,6.8,2008,0.859828,6.800000190734863,6.800000190734863,6.800000190734863,0
2606333,5.3,2008,25000000,5.692117391388435,5.300000190734863,6,1
2606413,6.8,1994,2000000,6.844180049088896,6.166666666666667,6.150000095367432,1
2606483,7.9,1935,1950000,7.531068548259465,7,7.60555562708113,0
2606484,7.2,1962,19000000,7.121998619962248,7.233333309491476,7.215515285730362,0
2606712,7.2,2004,46256,7.190333148320517,7.199999809265137,7.199999809265137,1
2606917,3.6,2000,4500000,4.077229660319852,3.5999999046325684,3.5999999046325684,0
2607026,5.5,2012,205000,5.598076921242934,5.5,5.5,0
2607222,5.8,1987,5000,6.167948856590882,7.657142911638532,6.605555666817559,1
2607224,5.9,2008,40000000,6.128703253390007,5.8833333651224775,5.900000095367432,1
2607274,6.6,2002,5000000,6.442913950041255,5.950000047683716,5.849999904632568,1
2607277,3.3,2005,3000000,3.9430012938941146,3.299999952316284,3.299999952316284,1
2607330,6.2,1981,1921068.1,6.21793966823154,6.199999809265137,5.87499992052714,1
2607332,5.5,2009,15000000,5.7992432949633885,5.300000031789144,5.68749996026357,1
2607370,4.6,2003,14000000,5.568406292796069,4.880000019073487,5.3999998569488525,1
2607408,7.3,1979,658440,7.098869177699089,7.300000190734863,7.300000190734863,0
2607700,6.6,2004,1100,6.36182191620051,6.28333322207133,,0
2607988,7.3,1995,5500000,6.787171080483506,6.666666666666667,7.100000083446503,1
2608158,6.5,1996,21500000,6.442251821191005,6.100000040871756,6.299999978807237,1
2608503,6.8,1991,16500000,6.577474874137627,6.400000095367432,6.3500001430511475,1
2609008,7.9,1989,907770,7.761033114853481,6.760000133514405,7.9333334763844805,0
2609091,7.6,2003,2312800,6.930973957173032,7.350000023841858,7.566666603088379,1
2609139,5.7,2002,3025900,5.949999862247043,5.699999809265137,5.724999904632568,1
2609279,8.1,1936,656000,7.721937360029301,8.100000381469727,7.9900003433227536,1
2609349,5.2,2008,25000000,5.531831093537866,5.666666666666667,6.022222254011366,1
2609513,6.3,2007,1500000,6.270991436246532,5.950000047683716,6.300000190734863,1
2609784,5.8,2010,16000000,6.065848081540498,5.766666730244954,5.800000190734863,1
2609791,7.1,1991,2500000,6.945199307287251,6.888888888888889,7.132500024636586,1
2610240,7.4,2009,30000000,6.982739342376433,7.166666666666667,7.333333396911621,1
2610351,5.2,1988,20000000,5.5440889089179795,4.939999914169311,5.405833260218302,1
2610403,6.8,2004,2572015,6.7066667842865,6.800000190734863,6.800000190734863,1
2610410,5.1,2006,30000000,5.645858793132489,5.866666687859429,5.099999904632568,1
2610463,6.6,2009,658440,6.599999904632568,6.599999904632568,6.599999904632568,1
2610628,7,2011,9682880,6.842871900382359,7,7,0
2610759,7.7,2007,600000,7.4935482214855895,7.3999998569488525,7.3999998569488525,0
2610967,4.2,1970,5000000,5.631013464240406,4.199999809265137,5.308333182334899,1
2611309,7.5,1989,2800000,7.114288982212512,7.524999976158142,7.524999976158142,1
2611366,8,2003,30000000,7.342780697527244,7.055555582046509,7.224999959652241,1
2612712,7,2006,1363680,6.98310809844249,6.649999976158142,6.799999952316284,1
2613185,5.1,2002,2921040,5.469833263715109,5.099999904632568,5.524999976158142,0
2613216,7.8,2011,1589000,7.800000190734863,7.800000190734863,7.800000190734863,1
2613507,6.6,2005,2004519.6117,6.617708266609245,6.599999904632568,6.599999904632568,1
2613658,5.7,2006,32000000,5.763509195618027,5.699999809265137,5.999999904632568,0
2614241,6.2,2004,3200000,6.199999809265137,6.199999809265137,6.199999809265137,1
2614636,7.5,2003,2500000,7.303714257478714,7.5,7.5,1
2614945,6.4,1994,30000000,6.274390972740097,6.100000040871756,6.127333383560181,1
2614996,7.1,1991,16000000,6.74640408984784,6.950000047683716,7.009999990463257,1
2615115,5.1,2000,25000,5.230645084893832,5.099999904632568,5.099999904632568,1
2615414,6.2,2005,6500000,6.8035713263920385,6.333333333333333,6.611111111111111,1
2615734,7.8,2012,9736800,7.5032164799539665,7.6333333651224775,7.758333484331767,1
2615763,5.9,2007,20000000,5.925997013023913,6.174999952316284,5.991666714350383,1
2615995,7.7,2009,12000000,7.4722220791710745,7.699999809265137,7.699999809265137,0
2616061,6.6,2005,25000000,6.666814109535305,6.724999904632568,6.662499964237213,1
2616062,6,2010,35000000,6.618921805896547,6,6.662499964237213,1
2616961,7.8,1975,2200000,7.1124099660912155,6.669230717879075,7,0
2617767,6.9,2004,100000000,6.691259565344167,6.300000031789144,6.136571505410331,1
2617891,5.5,2012,4538850,5.549940072289316,5.5,5.5,1
2618072,7.3,1994,34000000,6.808298952329128,6.95,7.163005141898839,1
2619553,7.6,2006,13529880,7.2615053826322145,7.099999904632568,7.433333237965901,1
2619674,7.7,2010,100000,7.6894493540492626,7.699999809265137,7.699999809265137,1
2619708,7.1,1987,5000000,6.445542389969542,6.983333269755046,7.149999976158142,1
2619904,7.8,2013,12000000,7.444906453068204,7.416666746139526,7.800000190734863,1
2620020,5.8,1993,4000000,5.801195558423671,5.980555640326606,5.958000065485637,1
2620188,6.7,2014,66000000,6.514689732668647,6.599999904632568,6.769999885559082,1
2620223,4.9,2010,3000000,5.112202454748607,4.75,4.825000047683716,1
2620378,8.1,2009,2000000,8.058823894051944,8.100000381469727,8.100000381469727,0
2620640,6.5,2014,18000000,6.463328099652742,6.349999904632568,6.5,1
2621283,5.7,2003,3000000,5.957056799767511,5.699999809265137,5.699999809265137,1
2621549,4.4,1986,1500000,4.591875092188517,4.400000095367432,4.400000095367432,1
2622188,8.2,1976,3800000,7.625565122774648,7.5857142720903665,7.599999904632568,1
2622500,5.8,2011,3000000,5.767464947023269,5.800000190734863,5.800000190734863,0
2622506,6,1999,25000000,6.112985737830104,4.942857163293021,6.066666762034099,1
2622537,5.7,2004,3000000,5.927393076330691,5.549999952316284,5.699999809265137,1
2622659,7.2,2010,15000000,6.958527303158049,7,7.162499904632568,1
2622740,6.2,1983,36000000,6.503347233290845,6.699999928474426,6.614444414774577,1
2623283,5.5,2009,8000000,5.8008655130110265,5.5,5.900000015894571,1
2623288,6.6,1991,8500000,6.407462666533364,6.599999904632568,6.399999976158142,1
2623316,6.4,2010,1734600,6.447072591926113,6.400000095367432,6.400000095367432,1
2623707,5.6,2011,56000000,5.869834559938235,5.862500011920929,5.8666666348775225,1
2623857,4.7,2004,30000000,5.174966308073367,5.299999952316284,5.199999809265137,1
2623917,6.4,1989,15000000,6.553611254973915,7.131119545617486,6.608266388057244,1
2623970,6.7,1977,14000000,6.819465166546432,7.305882341721478,6.8999998569488525,0
2624081,6.3,2011,9000,6.210000104904175,6.266666650772095,6.266666650772095,1
2624162,6.9,1992,15000000,6.67218250852525,7.1000001430511475,7.424999952316284,0
2624224,6.2,2007,70000000,6.19736263543887,6.424999952316284,6.607678520679474,1
2624243,5.8,2009,3000000,5.940669804221982,5.800000190734863,5.800000190734863,1
2624267,6,2000,9500000,5.912720902813511,5.166666666666667,5.39583338300387,1
2624292,5.6,1989,12000000,5.862178474252959,6.166666507720947,5.599999904632568,1
2624317,6.7,1998,1000000,6.598291208654017,6.974999904632568,6.699999809265137,1
2624723,6.5,2003,10000000,6.527662339939871,6.750000079472859,6.377777867847018,1
2624789,7.1,1953,1250000,7.204761868562455,6.899999936421712,7.3402778307596845,0
2625158,7.3,2002,10000000,6.985171951678015,5.833333492279053,6.912121281479344,1
2625287,6.7,2008,9000000,6.48768287975131,6.949999809265137,6.699999809265137,0
2625428,6.2,1976,9000000,6.3136295824376605,6.928571496691022,6.716666730244954,1
2626010,6.4,2006,110000000,6.273040766351344,6.125000059604645,5.809523877643404,1
2626011,5.9,2009,150000000,6.03009467164792,6.125000059604645,5.51428576878139,1
2626391,6.4,1984,700000,6.444064566639913,6.400000095367432,5.5,1
2626393,6.8,1986,5000000,6.6682571186254505,5.933333317438762,5.999999940395355,1
2626404,6.3,1988,1200000,6.340873177089388,5.050000071525574,5.5,1
2626405,4.7,2009,10000000,5.238300282408148,4.849999904632568,4.81999994913737,1
2626413,7,1962,200000,7.060674768806952,7,6.777272712100636,1
2626460,3.1,2006,750000,3.4649821876,3.0999999046325684,4.735897412666907,1
2626514,6.2,2012,3230000,6.164489724382155,6.199999809265137,6.199999809265137,0
2626749,6.4,1961,25000,6.352987058854206,6.400000095367432,6.400000095367432,1
2626779,2.7,1966,30000,2.977777832084232,2.700000047683716,2.700000047683716,1
2626947,6.4,1981,5000000,6.4502044761430035,6.275000095367432,6.400000095367432,1
2627095,4,2006,250000,4.252640683516796,4,3.450000047683716,1
2627258,6.5,2007,7500000,6.460280690761331,6.5,6.5,0
2627538,7.4,1990,8816100,7.2076739642657035,6.572727246717974,6.303225778764294,1
2627636,6.3,2008,7054040,6.294954133562143,6.300000190734863,6.266666809717814,0
2627780,7.4,1997,9000000,7.235634976341611,7.400000095367432,7.400000095367432,1
2627842,6,2008,37000000,6.155006485948941,6,5.960000038146973,1
2627856,7.1,2002,2045976,7.079555459905555,7.099999904632568,7.099999904632568,0
2628009,5.9,2009,80000000,6.097933521737049,6.800000031789144,6.150000047683716,0
2628015,5.8,1986,17000000,6.006395252571056,6.460000038146973,5.900000154972076,1
2628034,5.4,2010,2000000,5.911660958511696,5.400000095367432,5.400000095367432,1
2628058,6.9,2005,500000,6.572620012371056,6.900000095367432,6.900000095367432,1
2628072,5.5,2009,22000000,5.546296286835241,6.166666666666667,5.975000023841858,1
2628134,7.2,1984,4538850,7.092655588585062,6.850000023841858,7.033333222071329,1
2628280,5.5,2009,10000000,5.723273415009087,6.574999928474426,5.067499911785125,1
2628289,6.4,2009,40000000,6.456197141087243,6.400000095367432,6.50000007947286,1
2628427,6.2,2013,2600000,6.181206742765869,6.574999928474426,5.611666584014892,1
2628747,7.7,2001,8094800,7.58954530003095,7.699999809265137,7.699999809265137,0
2629046,7.1,1995,50000000,6.849143377200092,6.95,6.955303022355744,0
2629449,5,1998,12000000,5.54495149701571,5,5,1
2629495,8.2,2007,25000000,7.097984143521285,7.50769226367657,7.148809529486157,1
2629618,8.3,2007,2000000,8.228545627676564,8.300000190734863,8.300000190734863,0
2629646,6,1994,20000000,6.158124449650515,6.542857101985386,6,1
2629801,5.6,2002,12000000,6.077117725177244,6.059999942779541,6.099999904632568,0
2629809,5.8,2014,13200000,5.953475154365271,5.800000190734863,5.800000190734863,1
2630076,5.9,1998,6000000,6.174332298940645,6.266666650772095,6.266666650772095,1
2630121,8,2001,2468508,7.794871800985093,8,8,0
2630509,5.9,2012,2900000,5.9264988191944346,6.324999928474426,5.900000095367432,1
2630825,6.3,2007,28000000,6.3146982221206835,6.850000023841858,6.300000190734863,1
2630905,7.7,2013,5500000,7.522967314817071,7.699999809265137,7.699999809265137,1
2631189,3.5,2012,3000000,3.6227272640575063,3.5,3.5,1
2631340,6.8,1996,4000000,6.563651662260282,6.6000001430511475,6.6000001430511475,1
2631349,7.1,1987,15000000,6.755263220280857,6.740000057220459,7.137499928474426,1
2631602,6.4,2007,4000000,6.324261692357352,6.283333381017049,6.575000047683716,1
2632078,6.5,2004,4200000,6.479695493441363,6.125,6.172222216924031,1
2632550,7.5,1992,12000000,7.124551298220954,6.928571496691022,7.5,1
2632851,6.3,2001,4000000,6.215467964058671,5.77272722937844,6.300000021855037,1
2632989,7,2014,50000000,6.810886666850619,6.600000063578288,7,1
2633340,3.9,2007,60000000,4.8321507779677395,5.337500095367432,4.979166726271312,1
2633670,4.4,1994,40000000,5.3331824131397125,7.2600000381469725,5.225000023841858,1
2633713,7.3,2005,35000000,6.884077766244823,7.5,6.916666825612386,1
2633924,7,1960,3500000,7.1079547313043125,6.899999936421712,7.130827059821477,0
2634028,6.4,2003,1900000,6.348613508891508,6.666666825612386,6.666666825612386,1
2634553,2.8,2011,4000000,3.414061273930761,2.799999952316284,2.799999952316284,1
2634564,6.8,1955,2000000,7.076102083810491,7.550000190734863,6.922222349378798,0
2634598,6.2,2014,600000,6.179920495729599,6.199999809265137,6.199999809265137,1
2634611,6,2009,8000000,5.990702068230754,6,6,1
2634630,6,2012,20000000,6.07585700293496,6,6,1
2634937,5.8,2012,3703725,5.9173566887230225,5.800000190734863,5.800000190734863,1
2635206,7.5,2006,15000000,7.294193437990516,6.5,7.450000047683716,1
2635329,7.3,2008,11500000,7.037055597156975,6.650000095367432,6.650000095367432,1
2635413,4.4,2013,3000000,5.462808792734119,4.400000095367432,4.400000095367432,1
2635506,6.7,1997,25000000,6.344738651943555,6.174999833106995,6.022222148047553,1
2635596,8.1,1946,2000000,7.6979500061653505,7.529411764705882,7.716447532176971,0
2635601,6.6,2009,20000000,6.4910581173330035,6.733333269755046,6.649999976158142,0
2635693,6.4,2006,2841274.8,6.371551821971762,6.3500001430511475,6.3625001311302185,1
2635715,7,1999,42000000,6.767662512192867,6.899999976158142,7.028571333203997,1
2635875,6.8,2003,1257006.8,6.72327679365941,6.800000190734863,6.800000190734863,1
2636039,5.6,2004,150000,5.918597120703416,6,5.599999904632568,1
2636184,5.8,2001,6000000,6.236982460438223,5.800000190734863,6.200000166893005,1
2636384,6.7,2002,380000,6.4578126844892365,6.699999809265137,6.699999809265137,1
2636401,7.3,2013,75000000,6.691567924839467,6.46666685740153,6.702777827227557,1
2637187,7.9,2000,1500000,7.722500097751618,7.900000095367432,7.900000095367432,1
2637253,6.7,2011,5203800,6.584506018956502,6.699999809265137,6.49999984105428,1
2637403,6.8,2007,3300000,6.307239187452673,6.800000190734863,5.266666690508525,1
2637738,6.9,2006,11564000,6.868952110796062,6.900000095367432,6.900000095367432,0
2637892,6.3,2000,24000000,6.367020124693099,5.950000047683716,6.2250001430511475,1
2638066,6.8,1987,25000000,6.589640138064599,6.950000047683716,6.622916708389918,1
2638127,4.3,2000,65000000,5.330929510592325,6.100000040871756,5.75787042423531,1
2638635,6.1,2004,283218,6.143120486685571,6.099999904632568,6.099999904632568,0
2639034,7.4,2003,1272040,7.2934211241571525,7.166666666666667,7.166666666666667,1
2639153,6.2,2001,5000000,6.189862324753082,6.599999904632568,6.682499897480011,1
2639326,7.4,2006,1144581,7.400000095367432,7.400000095367432,7.5333334287007645,1
2639523,7.8,2000,26000000,7.276837751465644,7.50769226367657,7.423809505644299,0
2639668,7.4,2006,114458.1,7.361328195780516,7.400000095367432,7.400000095367432,1
2640117,6.2,2010,2312800,6.300793486928182,6.599999904632568,6.599999904632568,1
2641834,6.1,2012,9251200,6.122470158906211,6.099999904632568,6.199999928474426,0
2642312,7.6,2014,993200,7.561666599909464,7.599999904632568,7.599999904632568,1
2642666,5.4,2009,29500000,5.578405560026265,5.5,5.960000038146973,1
2643031,4.8,2009,20000000,5.2585476697202305,4.800000190734863,5.6200000762939455,1
2643044,6.8,1976,1400000,6.738480537445271,6.65555559264289,6.806111113230387,1
2643139,7.4,2006,3504168.3,7.339361789378714,7.400000095367432,7.400000095367432,0
2643493,6.9,2007,85000000,6.586520068380856,6.705263137817383,6.416250014305115,1
2643494,6.4,2004,110000000,6.335024279470295,6.705263137817383,6.605555600590176,1
2643726,6.6,1983,27500000,6.661302318423383,6.233333349227905,6.7189102518252835,1
2643742,6.5,2013,5000000,6.2989463774180505,6.150000095367432,6.3833333651224775,1
2643759,7.8,2009,57820000,7.833333452542623,7.800000190734863,7.800000190734863,0
2644616,7.2,2008,500000,,7.1499998569488525,7.1499998569488525,0
2644751,6.8,2005,1734600,6.827500166495641,7.066666603088379,6.800000190734863,1
2644951,6,2012,2000000,5.944811315656459,6,6,1
2645079,7.9,1999,10000000,7.017259046605923,7.049999952316284,7.049999952316284,1
2645110,5.5,2013,12000000,5.887043087756393,5,5.5,1
2645438,7.1,1999,8000000,7.015762361592311,7.099999904632568,6.883333285649617,0
2645515,7.5,2012,346920,7.309791679431995,7.5,7.5,1
2646967,7.3,1955,5000000,7.251616570064686,7.71666677792867,7.193333396911621,0
2647305,5.3,2009,35000000,5.690715035107542,5.8500001430511475,6,1
2647705,5.7,2013,30000000,5.882480580877569,6.692307655627911,6.755555311838786,1
2647805,8.4,2003,3000000,7.74339806903091,7.666666507720947,7.891666332880656,1
2647895,6.4,2004,4578324,6.449305638670921,6.400000095367432,6.400000095367432,0
2648102,6.9,2005,57820000,6.890521908847052,7.290000057220459,7.085454528981989,1
2648110,7.5,1968,10000000,7.317703370497656,7.166666666666667,7.330303076541785,0
2648634,7.6,2013,2100000,7.562244806159922,6.049999952316284,7.599999904632568,1
2648662,7.5,2006,2517948,7.5,8,7.5,1
2649013,6.7,1970,10000000,6.626150707025377,7.066666642824809,6.971428530556815,0
2649227,4.3,1994,49000000,4.877780879584343,4.300000190734863,4.300000190734863,1
2649344,6.8,1969,7000000,6.767716616496746,6.25,6.841880415239905,1
2649744,7.3,1959,2900000,7.185997535025372,7.550000190734863,7.400000095367432,1
2649861,5.8,2007,750000,5.889621318900978,5.800000190734863,5.800000190734863,1
2649879,7.1,2001,7000000,6.992557395548571,7.549999952316284,7.324999928474426,1
2650016,5.3,2011,4000000,5.764074418186337,5.300000190734863,5.300000190734863,1
2650069,4.1,2001,16000000,4.948847622240178,4.099999904632568,4.099999904632568,1
2650530,7.5,2008,241687.6,7.5,7.5,,0
2650790,8,2006,208152,7.893548388634959,7.549999952316284,7.549999952316284,0
2650857,5.3,1985,3200000,5.627789233201216,5.300000190734863,5.6000001430511475,1
2651083,8.4,1984,30000000,7.568134658105101,7.839999961853027,8.065277499181255,1
2651105,6.4,2003,29000000,6.29307137982682,6.48571423121861,6.216666539510091,1
2651108,5,2013,13793800,5.674260656277935,5.849999904632568,5.849999904632568,1
2651312,6.8,2009,12000000,6.7311072630804025,6.757142952510288,7.0000001192092896,1
2651315,7.8,2003,2470960,7.1903789130124185,7.800000190734863,7.0716667652130125,1
2651572,5.8,1982,978000,5.88928585535004,6.25,5.800000190734863,1
2651595,7,2011,15000000,6.889696651992459,7.150000095367432,6.950000047683716,1
2651761,6.7,1997,20000000,6.416218838638042,6.824999928474426,6.699999809265137,1
2651827,8.8,1975,4400000,7.800606372361862,7.600000095367432,8.243750125169754,1
