Film,Rating,Year,Budget,Actor.Group1,Actor.Group2,Director,Writer
2637403,6.8,2007,3300000,11,23,6.800000190734863,5.266666690508525
2637738,6.9,2006,11564000,1,65,6.900000095367432,6.900000095367432
2637892,6.3,2000,24000000,4,37,5.950000047683716,6.2250001430511475
2638066,6.8,1987,25000000,6,40,6.950000047683716,6.622916708389918
2638127,4.3,2000,65000000,40,11,6.100000040871756,5.75787042423531
2638635,6.1,2004,283218,3,44,6.099999904632568,6.099999904632568
2639034,7.4,2003,1272040,0,19,7.166666666666667,7.166666666666667
2639153,6.2,2001,5000000,5,44,6.599999904632568,6.682499897480011
2639326,7.4,2006,1144581,0,18,7.400000095367432,7.5333334287007645
2639523,7.8,2000,26000000,3,47,7.50769226367657,7.423809505644299
2639668,7.4,2006,114458.1,0,32,7.400000095367432,7.400000095367432
2640117,6.2,2010,2312800,1,20,6.599999904632568,6.599999904632568
2641834,6.1,2012,9251200,2,22,6.099999904632568,6.199999928474426
2642312,7.6,2014,993200,0,15,7.599999904632568,7.599999904632568
2642666,5.4,2009,29500000,54,12,5.5,5.960000038146973
2643031,4.8,2009,20000000,22,3,4.800000190734863,5.6200000762939455
2643044,6.8,1976,1400000,0,17,6.65555559264289,6.806111113230387
2643139,7.4,2006,3504168.3,0,47,7.400000095367432,7.400000095367432
2643493,6.9,2007,85000000,9,95,6.705263137817383,6.416250014305115
2643494,6.4,2004,110000000,9,68,6.705263137817383,6.605555600590176
2643726,6.6,1983,27500000,2,80,6.233333349227905,6.7189102518252835
2643742,6.5,2013,5000000,4,25,6.150000095367432,6.3833333651224775
2643759,7.8,2009,57820000,0,4,7.800000190734863,7.800000190734863
2644616,7.2,2008,500000,,,7.1499998569488525,7.1499998569488525
2644751,6.8,2005,1734600,0,20,7.066666603088379,6.800000190734863
2644951,6,2012,2000000,7,46,6,6
2645079,7.9,1999,10000000,0,31,7.049999952316284,7.049999952316284
2645110,5.5,2013,12000000,13,11,5,5.5
2645438,7.1,1999,8000000,1,88,7.099999904632568,6.883333285649617
2645515,7.5,2012,346920,0,32,7.5,7.5
2646967,7.3,1955,5000000,0,25,7.71666677792867,7.193333396911621
2647305,5.3,2009,35000000,63,28,5.8500001430511475,6
2647705,5.7,2013,30000000,55,28,6.692307655627911,6.755555311838786
2647805,8.4,2003,3000000,0,24,7.666666507720947,7.891666332880656
2647895,6.4,2004,4578324,1,47,6.400000095367432,6.400000095367432
2648102,6.9,2005,57820000,0,37,7.290000057220459,7.085454528981989
2648110,7.5,1968,10000000,1,47,7.166666666666667,7.330303076541785
2648634,7.6,2013,2100000,0,49,6.049999952316284,7.599999904632568
2648662,7.5,2006,2517948,0,15,8,7.5
2649013,6.7,1970,10000000,1,20,7.066666642824809,6.971428530556815
2649227,4.3,1994,49000000,65,11,4.300000190734863,4.300000190734863
2649344,6.8,1969,7000000,2,50,6.25,6.841880415239905
2649744,7.3,1959,2900000,0,40,7.550000190734863,7.400000095367432
2649861,5.8,2007,750000,16,9,5.800000190734863,5.800000190734863
2649879,7.1,2001,7000000,1,25,7.549999952316284,7.324999928474426
2650016,5.3,2011,4000000,18,14,5.300000190734863,5.300000190734863
2650069,4.1,2001,16000000,36,2,4.099999904632568,4.099999904632568
2650530,7.5,2008,241687.6,0,5,7.5,
2650790,8,2006,208152,0,31,7.549999952316284,7.549999952316284
2650857,5.3,1985,3200000,25,10,5.300000190734863,5.6000001430511475
2651083,8.4,1984,30000000,1,53,7.839999961853027,8.065277499181255
2651105,6.4,2003,29000000,4,21,6.48571423121861,6.216666539510091
2651108,5,2013,13793800,11,8,5.849999904632568,5.849999904632568
2651312,6.8,2009,12000000,0,21,6.757142952510288,7.0000001192092896
2651315,7.8,2003,2470960,2,20,7.800000190734863,7.0716667652130125
2651572,5.8,1982,978000,9,5,6.25,5.800000190734863
2651595,7,2011,15000000,0,33,7.150000095367432,6.950000047683716
2651761,6.7,1997,20000000,6,28,6.824999928474426,6.699999809265137
2651827,8.8,1975,4400000,1,26,7.600000095367432,8.243750125169754
2651882,6.5,1982,27000000,5,17,6.92941177592558,5.931111139721341
2652027,6.8,2002,12000000,3,23,7,6.800000190734863
2652045,7.2,1961,4000000,0,35,7.325000007947286,6.924999952316284
2652115,5.2,2012,6000000,17,4,5.199999809265137,5.2624998688697815
2652469,3.9,2008,27000000,43,9,5.150000095367432,4.455555650922988
2652722,5.9,1997,24000000,39,26,6.300000031789144,6.300000031789144
2652815,7.2,1942,105906.5,0,25,7.830000034968059,7.830000034968059
2653354,7.1,1998,30000000,3,65,6.649999976158142,6.7499998807907104
2653392,6.2,2006,8210440,11,31,6.199999809265137,6.199999809265137
2653611,8,1961,3000000,0,22,7.790476231347947,7.69986825749494
2653700,6.8,1999,14000000,1,18,6.450000047683716,6.800000190734863
2653764,6.2,2008,9213900,1,21,6.199999809265137,6.199999809265137
2654040,5.8,2013,4800000,11,10,6.7250001430511475,6.366666793823242
2654213,6.6,1993,6000000,2,44,5.4666666984558105,6.259999990463257
2654999,6.3,2011,5679800,1,14,6.300000190734863,6.300000190734863
2655227,4.2,2009,6500000,17,3,4.199999809265137,5.583333333333334
2655314,7.5,2003,22000000,0,21,6.700000047683716,7.5
2655327,5.4,2013,3000000,10,5,5.400000095367432,5.400000095367432
2655334,6.2,2006,85000000,8,16,6.74999984105428,6.0434998869895935
2655418,5.7,2003,500000,5,2,5.699999809265137,5.699999809265137
2655789,6.6,1998,3000000,7,31,6.599999904632568,6.024999976158142
2656052,7.2,1966,50000,0,8,6.699999968210856,6.874999920527141
2656697,6.2,2002,18000000,18,42,6.2499998807907104,6.2999999046325685
2657253,6.2,1997,1000000,1,58,7.174999952316284,7.174999952316284
2657539,5.7,1996,4800000,22,9,5.599999845027924,5.699999809265137
2657554,6,2001,42000000,5,18,6,6.250000039736429
2657684,7.1,1992,4000000,0,38,6.799999952316284,6.949999928474426
2657854,8,1921,1000000,0,27,7.924999952316284,7.974999984105428
2658252,7.4,2003,4500000,0,41,7.400000095367432,7.400000095367432
2658456,7.4,2003,46000,0,8,7.400000095367432,7.400000095367432
2658494,6.3,1991,35000000,8,24,6.190909125588157,6.46666685740153
2658859,7.1,2006,16189600,0,21,7.549999952316284,7.249999920527141
2660035,4.4,2014,5000000,18,1,4.400000095367432,5.150000095367432
2660168,7.5,1928,173000,0,16,7,7.575000047683716
2660341,6.4,2011,5000000,2,46,6.400000095367432,6.400000095367432
2660445,6.5,1966,3525000,1,32,6.450000047683716,6.75
2660897,5.9,1991,14000000,35,19,5.900000095367432,5.900000095367432
2661268,7.1,1998,48000000,2,35,6.705263137817383,6.674999975022816
2661326,7.2,1980,1837543.4,0,23,7.099999904632568,7.224999845027924
2661426,6.8,2013,22000000,6,60,6.800000190734863,6.800000190734863
2661559,6.5,2003,50000000,3,29,6.649999976158142,6.5
2661819,7.7,2004,200000,0,28,6.349999904632568,
2661844,6.6,1981,16000000,1,27,6.142857142857143,6.6250001192092896
2662148,6.4,1999,7000000,3,41,6.333333333333333,6.4666667514377165
2662404,5.2,2008,10000000,15,8,5.199999809265137,5.449999809265137
2662596,5.5,1987,25000000,37,9,5.5,5.632142848008638
2662839,7.1,2003,550052,2,23,7.099999904632568,7.099999904632568
2662850,6.2,1998,12000000,7,28,5.25,6.169999837875366
2663094,7.1,2003,10000000,8,41,7.099999904632568,7.099999904632568
2663707,7,2007,30000000,4,37,6.939999961853028,6.7861111296547785
2663732,5.9,2007,8000000,4,6,6.0333333015441895,6.166666719648572
2663784,7,2010,6000000,0,28,7,7
2664166,7.1,2013,190000000,6,59,7.025000035762787,6.730555600590176
2664804,6.2,2003,1763510,6,60,6.199999968210856,5.966666539510092
2664919,6.5,2013,26000000,6,116,6.563636389645663,6.726666704813639
2665094,6.7,1969,20000000,2,63,6.799999872843425,7.285714217594691
2665311,6.1,2010,1947360,0,8,5.450000047683716,5.450000047683716
2666253,6.2,1999,3351987.5,1,61,7.066666603088379,6.416666507720947
2666575,7.1,1951,1500000,0,22,7.349999904632568,7.349999904632568
2666611,7.3,2013,1000000,0,5,7.300000190734863,7.300000190734863
2666619,6.8,2009,33000000,2,21,6.699999968210856,6.8750001192092896
2666743,6.8,2000,1000000,3,12,6.800000190734863,6.800000190734863
2666769,5.3,2011,453885,26,3,5.300000190734863,5.300000190734863
2667782,7.5,2014,1000000,0,4,7.5,7.5
2668053,5.8,2004,7500000,23,21,5.800000190734863,5.800000190734863
2668418,8.1,1973,12000000,1,26,7.550000071525574,7.073333528306748
2668825,7.4,2011,1503320,1,44,6.549999952316284,6.549999952316284
2668995,7,2012,4163040,0,49,7,7
2669197,5.4,1966,2000000,8,10,5.400000095367432,5.550000071525574
2669301,5.2,2007,8000000,17,3,5.199999809265137,5.199999809265137
2669330,7.2,2008,4500000,0,23,6.849999904632568,7.199999809265137
2669688,5.6,2013,35000000,69,45,5.919999980926514,5.883333285649617
2669705,3.9,2000,4000000,14,2,5.366666793823242,3.9000000953674316
2669732,6.4,2007,15000,2,6,6.400000095367432,6.150000095367432
2669735,5.9,2011,5000000,20,6,5.900000095367432,6.025000095367432
2669805,7,2012,60000000,1,41,6.924999952316284,7
2670092,7.7,1942,400000,0,40,7.599999904632568,7.223333199818929
2670217,6.2,1989,3000000,0,13,6.199999809265137,6.199999809265137
2670351,6.9,2008,12000000,0,52,6.750000079472859,6.750000079472859
2670360,6.4,1964,4000000,0,10,6.400000095367432,6.644444545110066
2670468,8,1990,500000,0,25,8,
2670582,7.4,2006,13000000,0,67,7.181179148213476,7.198857196626209
2670594,8.1,1984,1758047.9,1,17,7.033333381017049,6.887500107288361
2670768,6.2,2013,35000000,16,103,6.524999976158142,6.112499952316284
2670819,6.3,2013,10000000,10,85,6.300000190734863,6.300000190734863
2671084,6.2,2007,4000000,0,45,6.3999998569488525,6.299999833106995
2671328,7,2007,10000000,2,32,7.099999904632568,7.049999952316284
2671363,5.4,2007,324560,15,6,5.400000095367432,5.650000047683716
2671596,6.3,2003,5000000,4,26,6.550000190734863,6.46666685740153
2672411,6.6,2008,16704940,2,34,6.25,6.25
2672699,5.3,2012,30000000,10,10,6.65555559264289,5.7407408820258246
2672801,4.9,2010,8000000,27,13,4.900000095367432,6.233333428700765
2673506,5.4,2007,20000000,13,6,5.299999952316284,5.924999992052713
2673533,6,2008,8000000,7,15,6,5.919999980926514
2673553,8.5,1957,935000,0,18,7.657142775399344,7.545833269755046
2673842,6.1,1978,329220,0,15,6.25,5.799999952316284
2673905,6.9,1992,42000000,6,47,6.7600000381469725,6.938888920678033
2674140,8,1970,12000000,0,28,7.550000071525574,7.360833342870077
2674504,6.4,1998,23000000,7,19,6.400000095367432,6.3500001430511475
2674991,6.3,2003,60000000,9,31,6.7428571837288995,6.567857146263123
2675189,6.5,1994,8000000,6,49,6.200000047683716,5.983333333333333
2675384,7.3,2006,10000000,4,29,7.300000190734863,6.130000114440918
2675544,6,2001,140000000,20,118,6.563636389645663,6.719999885559082
2675768,6.4,1998,6000000,15,47,6.488888846503364,6.488888846503364
2675964,7,1985,6000000,4,50,7.046153875497671,7
2676097,5.2,2013,15000000,25,8,5.199999809265137,5.3999998569488525
2676162,8.2,1933,623000,0,12,7.549999952316284,8.066666497124567
2676229,6.3,1986,18000000,1,38,6.92941177592558,6.300000190734863
2676791,6.9,2006,15000000,3,37,6.900000095367432,6.900000095367432
2676992,6.5,1981,22000000,6,50,6.550000071525574,6.099999904632568
2677420,7.1,2012,16000000,0,55,7.099999904632568,6.833333310626802
2677853,8.3,1965,750000,0,38,7.839999961853027,8.138333415985107
2678066,5.9,2010,95000000,91,33,6.6333334181043835,5.690000104904175
2678135,6.3,1997,4856880,3,37,6.762499988079071,6.775000035762787
2678257,4.1,1985,19000000,63,8,4.849999904632568,4.099999904632568
2678311,5.5,2006,11000000,21,14,5.650000095367432,5.650000095367432
2678495,5.7,2007,60795000,27,26,6.549999952316284,5.949999809265137
2678613,7.1,1970,1134712.5,1,14,6.87499992052714,6.724999904632568
2678676,7.5,2006,57820000,1,61,7.149999976158142,7.408333381017049
2678988,6.3,1988,8000000,0,28,6.300000190734863,6.300000190734863
2679288,8,2007,7300000,0,26,7.549999952316284,7.549999952316284
2679535,6.6,2002,125000,4,37,6.700000047683716,6.733333428700765
2680164,6.5,1989,11500000,3,25,5.199999968210856,6.277777795438413
2680166,4.6,1992,8000000,19,4,5.199999968210856,5.8999998569488525
2680267,6.3,1977,10000000,5,16,6.300000190734863,6.511111259460449
2680287,7.7,2006,3025900,,,7.699999809265137,7.699999809265137
2680325,6.3,2009,500000,2,25,6.300000190734863,6.300000190734863
2680451,7.4,1953,4000000,0,16,7.443750047683716,7.35462969938914
2680458,6.9,2003,100000000,0,43,7.049999952316284,6.955555558204651
2681005,5.8,1999,13224150,30,16,6.750000079472859,6.233333448568979
2681130,6.9,1979,300000,1,11,6.233333269755046,5.574999928474426
2681136,5.7,1998,650000,18,2,6.233333269755046,5.574999928474426
2681180,5.8,2013,10000000,12,11,5.800000190734863,6.200000047683716
2681255,7.3,1974,1300000,4,52,6.65555559264289,6.622222264607747
2681464,2.9,2006,3000000,73,0,2.9000000953674316,2.9000000953674316
2681524,6.9,1985,3800000,1,23,5.77272722937844,6.299999937415123
2681532,6.4,1996,32000000,5,39,6.300000031789144,6.200000047683716
2681632,4.5,1993,5000000,17,2,4.5,4.630000019073487
2681665,6.1,2003,3700480,7,27,6.099999904632568,6.099999904632568
2681772,7.7,2013,12000000,1,71,6.899999959128244,7.483333190282186
2681990,7.1,2002,13000000,5,39,6.563636346296831,5.8799999237060545
2682400,7.5,1998,60000,1,27,7.799999952316284,7.588888857099746
2682634,7.6,1978,864836,1,46,7.599999904632568,7.599999904632568
2683007,7.6,1975,362142,0,35,7.474999964237213,7.599999904632568
2683436,7.1,2003,300000,2,24,6.950000047683716,7.200000047683716
2684118,6.3,1995,257964000,4,33,5.650000095367432,6.325000166893005
2684900,7,2008,27000000,2,41,6.699999968210856,6.680476169359117
2685075,6.1,1972,10000,0,57,6.488888846503364,6.488888846503364
2685341,7.6,1940,2600000,0,7,7.607142904826573,7.3601852143252335
2685351,4.2,2002,46256000,36,8,5.699999809265137,5.324999849001567
2685460,6.8,2009,32456000,0,19,6.800000190734863,6.800000190734863
2685721,5.9,1978,600000,12,14,6.287500023841858,6.260526381040874
2685726,5.6,2010,24000000,41,16,6.25,4.96249994635582
2685728,3.8,2012,5000000,41,5,5.100000023841858,5.150714281059447
2685856,6.1,1986,40000000,1,33,7.290000057220459,6.864550285238438
2685889,7.1,2007,300000000,7,97,6.828571455819266,6.818055563502841
2685892,7.3,2006,225000000,10,86,6.828571455819266,6.818055563502841
2686244,6.4,2001,1500000,0,12,6.400000095367432,6.570000076293946
2686249,7.1,1961,200000,0,10,5.860000014305115,6.510795406319879
2686315,7.3,2012,17000000,9,137,7.300000190734863,7.300000190734863
2686589,8.1,2012,243420,0,8,8.150000095367432,
2686934,4.5,2008,1000000,20,0,4.5,4.5
2687062,3.9,1959,60000,19,2,4.0333333015441895,4.0333333015441895
2687173,5.7,2013,50000000,13,15,5.699999809265137,6.188888814714219
2687180,5.8,2014,50000000,8,21,5.800000190734863,5.75
2687189,6.1,2009,70000000,1,11,6.099999904632568,6.189999938011169
2687283,5.7,2001,100000000,27,24,7.046153875497671,6.25833326010477
2687667,6.9,1931,907770,0,28,7.580000114440918,7.148000068664551
2687720,8.2,1986,6000000,1,30,6.95,7.090909090909091
2687908,5.4,1999,24000000,58,23,6.025000095367432,6.1200000762939455
2687924,7,1971,725000,0,27,7.055555582046509,7
2688053,4.2,2012,1600000,24,0,4.199999809265137,4.199999809265137
2688418,4.4,2006,2500000,18,5,4.400000095367432,4.400000095367432
2688687,5.7,2012,35000000,27,18,6.799999952316284,5.699999809265137
2688697,5.6,1997,12000000,22,15,5.599999904632568,5.599999904632568
2689003,7.5,1998,40000000,0,45,7.366666793823242,7.3500001430511475
2689415,6.1,1985,10000000,2,39,6.5,7.099999904632568
2689585,7,2007,2000000,0,6,7,7
2690185,7.4,1961,2900000,0,60,7.580000114440918,7.126333327293397
2690582,5.8,1993,14000000,46,11,6.066666682561238,5.8500001430511475
2690809,7.5,1967,3000000,0,38,6.214285748345511,7.231249988079071
2690982,6.6,1991,250000,1,58,7,6.799999952316284
2691010,5.3,1992,3000000,16,7,4.900000095367432,5.300000190734863
2691385,6,2004,86909.154,7,15,6.199999968210856,6.5
2691391,7,2005,85180,1,26,6.599999984105429,6.5
2691627,6.7,1985,4408050,0,29,6.699999809265137,6.662499845027924
2691632,6.6,1984,4500000,10,41,6.324999928474426,6.283333275053235
2692166,7,2000,6000000,4,43,7,6.899999976158142
2692344,7.4,1982,10700000,0,21,5.6200000762939455,6.766666809717814
2692461,7,1981,300000,3,54,6.488888846503364,6.488888846503364
2692604,5.6,2014,100000000,25,11,5.9666666984558105,5.8666666348775225
2692854,6.7,2008,1500000,0,14,6.5,6.699999809265137
2692947,6.4,2005,20000000,0,6,6.400000095367432,6.405555645624797
2693030,7,2002,4000000,4,32,6.299999952316284,6.649999976158142
2693212,5.1,2000,1200000,13,2,5.099999904632568,5.099999904632568
2693231,5.1,2001,3000000,31,13,5.099999904632568,5.25
2693517,5.1,1980,20000000,25,17,6.669230717879075,5.099999904632568
2693704,6.9,2012,15033200,1,116,6.900000095367432,6.900000095367432
2693801,6.5,2004,2571833.6,3,42,6.5,6.5
2694136,7.5,1959,7000000,0,25,7.208333333333334,7.5
2694236,4.5,1985,9000000,35,2,4.5,5.474999984105429
2695308,5.6,2006,160000000,26,25,6.883333285649617,6.449999888737997
2695679,7.2,1947,2592000,1,41,7.199999809265137,7.1499998569488525
2695713,6.4,2002,25000000,1,26,5.950000047683716,6.362500101327896
2695819,3,2004,3200000,14,2,3,3
2695955,4.4,2007,16704940,39,6,3.3999999931880405,4.450000047683716
2696490,7.1,2011,13876800,0,23,7.549999952316284,7.549999952316284
2696586,7.2,2008,9170252,0,30,7.049999952316284,7.049999952316284
2697529,7.5,2013,982940,0,29,7.5,7.575000047683716
2697950,7,2008,578200,0,9,7,7
2698485,7.9,1987,15000000,0,8,6.6333333651224775,6.114285741533552
2698513,6.4,2010,40000000,2,8,6.4999998807907104,6.182142930371421
2698627,6.8,1997,8000000,5,52,6.800000190734863,6.800000190734863
2699315,5.9,2007,20000000,11,10,5.900000095367432,6.200000047683716
2699816,4.6,2011,2672790.4,16,1,4.599999904632568,4.599999904632568
2700186,6.6,2005,2500000,8,34,6.599999904632568,6.599999904632568
2700192,7.3,1968,1800000,0,18,7.300000190734863,6.7850000858306885
2700252,6.9,1990,14000000,7,51,5.862500011920929,5.800000095367432
2700457,5.5,2012,2000000,22,11,5.5,5.5
2700567,7.8,2005,28000000,0,31,7.25,7.2583333651224775
2700621,6.7,2008,30000000,2,85,7.199999809265137,6.833333174387614
2700725,5.7,2011,60000000,14,13,5.699999968210856,5.699999809265137
2700935,7.7,1996,30000000,0,38,6.875,7.422222084469265
2700982,6.7,1998,65000000,9,75,6.777777777777778,6.649999916553497
2701128,7,2004,7000,0,12,7,7
2701541,6.8,2006,1338211.6,1,14,6.800000190734863,6.800000190734863
2702009,5.9,1987,1300000,10,9,5.772727186029607,5.583333333333333
2702150,8.1,2013,46000000,3,52,8.150000095367432,8.100000381469727
2702286,6,1980,10000000,8,38,6.400000095367432,5.916666626930237
2702658,5,1981,2800000,10,2,5,5
2702783,6.8,1997,20000000,12,115,5.583333412806193,6.500000095367432
2703495,4.3,1991,15000000,34,15,4.714285782405308,6.400000095367432
2704175,4.7,1998,2500000,22,4,5.125,5.168749898672104
2704545,6.7,2012,12000000,4,36,6.699999809265137,6.824999809265137
2704754,5.4,1980,1336395.2,23,7,5.049999952316284,5.400000095367432
2704861,7.1,2012,130000000,1,37,6.866666603088379,6.349999998013178
2704957,6.6,2012,15000000,3,86,6.888888888888889,6.949999888737996
2705070,6.8,2005,20000000,1,20,7.050000071525574,6.7666668097178135
2705085,6.2,2000,65000000,2,32,6.524999976158142,6.447618915921166
2705172,5.3,1979,12000000,14,8,6.711111174689399,5.81111118528578
2706207,6.8,2006,10291960,0,47,6.3500001430511475,6.480000162124634
2706428,4.5,2010,5000000,6,6,4.5,4.5
2706504,4.6,1998,60000000,7,12,6.888888888888889,5.233333269755045
2706538,6.4,1983,5000000,1,22,6.25,6.2333333174387615
2706668,3.6,2010,1200000,51,1,3.5999999046325684,3.9499999284744263
2707048,5.7,1996,160000,32,3,5.849999904632568,6.133333206176758
2707222,5.6,2006,2500000,19,7,5.599999904632568,5.599999904632568
2707278,7.2,2012,2775360,0,18,7.199999809265137,6.919999885559082
2707570,5.4,1988,6000000,5,6,5.400000095367432,5.400000095367432
2707573,4.7,2006,20000000,17,8,4.699999809265137,6.094444354375203
2707864,5.8,1988,15000000,45,24,6.300000190734863,5.81111118528578
2708180,7.2,2003,1244820,0,16,7.099999904632568,7.1499998569488525
2708880,5.3,2004,5500000,14,4,5.300000190734863,5.300000190734863
2708972,6.1,2009,38000000,3,31,6.549999952316284,6.099999904632568
2709034,7.4,1996,933636,0,28,6.7250001430511475,6.883333444595337
2709038,5.5,2012,3479785,25,5,5.5,5.5
2709081,6,1999,38000000,10,41,6.5,6
2709163,6.7,2011,130000000,3,17,6.349999904632568,6.507291600108147
2710031,6.8,2006,730260,4,4,6.800000190734863,6.438888947168986
2710882,6.2,1982,1200000,4,17,5.4999998807907104,5.8799999237060545
2712041,6.7,2008,200000000,2,66,7.2571428162711005,7.005476220448812
2712073,6,2008,12000000,8,27,6.150000095367432,5.980000066757201
2712077,5.3,2011,4000000,15,5,5.300000190734863,5.836666735013325
2712233,7.1,1957,139191.4,0,28,6.3666666348775225,6.224999964237213
2712234,7.2,1967,416061.25,0,37,6.933333396911621,6.375
2712537,7.9,1929,800000,0,12,7.792000077565511,7.525000095367432
2713460,6.8,1990,15000000,0,65,6.4750001430511475,6.736666742960612
2713638,6.5,2007,2500,1,9,6.5,6.5
2713732,6.8,1990,20000000,1,65,5.575000166893005,6.800000190734863
2713745,7.4,2000,13500000,0,31,6.975000023841858,7.400000095367432
2713780,7.1,2006,400000,0,41,7.099999904632568,7.099999904632568
2713946,6,2012,2312800,1,23,6.25,6.25
2713998,5.8,2001,18000000,46,23,5.800000190734863,6.1250001192092896
2714107,7.2,2002,1586969.3,1,20,7.199999809265137,7.199999809265137
2714135,7.2,2010,739906.53,0,55,7.199999809265137,7.199999809265137
2714207,5.1,2013,6491200,11,4,4.999999920527141,5.249999910593033
2714382,4.9,2011,24000000,27,11,4.900000095367432,5.0583333770434065
2714445,7.7,2013,2921040,0,17,6.949999809265137,6.949999809265137
2714493,6.8,2010,8925400,2,8,7.150000095367432,6.9750001430511475
2714508,7.1,2008,3570160,3,22,7.53333314259847,6.799999925825331
2714517,7.1,2011,346920,0,7,7.099999904632568,7.099999904632568
2714881,5.7,2009,65000000,42,27,6.024999976158142,6.0047618207477385
2714988,7.2,1968,700000,0,19,7.199999809265137,7.349999904632568
2715542,7,1998,2986195,0,28,7,7
2716630,6.4,1957,5000000,2,34,6.833333333333333,6.550000071525574
2716698,5.8,2004,15000000,22,13,6.450000047683716,5.800000190734863
2716727,7.4,1987,6000000,2,43,7.50769226367657,7.385714258466448
2716745,6,2004,50000000,35,74,5.862500011920929,5.816666682561239
2716804,7.2,2002,800000,0,19,6.949999809265137,7.199999809265137
2716959,7.5,2013,2921040,0,13,7.5,7.5
2717617,6.7,1991,7500000,0,15,6.5,7.349999904632568
2717622,7.1,2008,50000000,1,37,6.933333237965901,6.299999937866673
2717627,5.6,1988,63000000,15,3,5.450000047683716,6.08999997919256
2717741,6.4,1987,7500000,7,52,6.755555470784505,6.600000023841858
2718038,5,1999,64000000,47,34,6.483333349227905,5.388888888888889
2718126,7.2,2010,18000000,0,14,7.1499998569488525,7.161110957463582
2718261,7.3,2011,135000000,2,23,6.828571455819266,7.270833472410838
2718394,6.6,1996,80000000,5,68,6.4749999443689985,6.59629116674046
2718579,6.2,1992,10000000,10,25,5.350000023841858,5.599999856948853
2718789,6.5,2001,5000000,0,18,6.5,6.5
2718799,6.7,2010,2252667.2,1,28,6.699999809265137,6.699999809265137
2719117,6.4,2001,48000000,17,81,6.700000047683716,6
2719173,8,2007,150000000,1,16,7.912500023841858,7.7305555608537455
2719180,7.5,1999,30000,0,30,7.5,7.5
2719638,7.1,1999,12000000,3,12,7.099999904632568,6.5333333015441895
2720333,7.3,1985,900000,2,17,6.300000031789144,6.216041732827822
2720449,7.3,1956,574921,0,52,7.1000001430511475,7.50000015894572
2720668,5.3,2000,24000000,50,16,5.337500095367432,5.300000190734863
2721022,7.1,2011,110000000,17,140,6.125000059604645,6.82893932949413
2721349,6.8,1942,4000000,1,134,7.3199999809265135,6.945833424727122
2721517,8.2,1940,1288000,0,16,7.529411764705882,7.826666571299235
2721619,7.8,1955,1500000,0,37,7.450000047683716,7.700000127156575
2721651,7.1,2012,3500000,0,23,7.099999904632568,7.099999904632568
2721742,5.1,2005,33100000,62,7,5.166666666666667,5.659999980926513
2721915,6.5,2001,10000000,10,26,6.5,6.416666666666667
2722075,8.3,2009,300000,0,21,8.300000190734863,8.300000190734863
2722509,7.1,2008,2500000,5,18,6.7499998807907104,6.524999976158142
2722516,7.1,2010,58000000,13,66,6.799999872843425,6.6666665474573765
2722550,6.7,2013,84000000,4,66,6.274999976158142,6.6666665474573765
2722767,5.5,2012,65000000,56,28,5.5,5.922023821444738
2722796,7.5,2011,6995925,0,27,7.5,7.024999976158142
2722808,7.2,2002,78000000,3,50,6.327272675254128,6.909999990463257
2722818,7.4,1932,408000,0,7,7.833333412806193,7.344444504490606
2723206,5.6,2000,70000000,2,6,5.599999904632568,6.2833333015441895
2723266,5.4,2011,42000000,28,11,6.259999942779541,5.6000001430511475
2723287,7.8,1948,3000000,0,28,7.525000154972076,7.416666746139526
2723313,7,1993,8000000,1,18,6.539999961853027,7
2723356,4.4,2009,2269.425,17,2,5.049999952316284,5.049999952316284
2723367,4.9,1988,16000000,26,3,5.049999952316284,4.912500083446503
2723465,6.2,2011,4000000,10,42,6.71428564616612,6.883333285649617
2723499,5.9,2012,58000000,48,27,5.900000095367432,6.1916667222976685
2723644,7.2,1932,401000,0,17,7.424999833106995,7.017777718438043
2723654,6.2,2007,5000000,0,31,6.65555559264289,6.622222264607747
2723661,6.8,2008,7000000,8,74,6.900000095367432,7.0545454892245205
2723930,3.9,2007,26000000,54,7,4.5,3.9000000953674316
2724348,6.9,1967,4500000,1,12,6.989999985694885,7.21666677792867
2725206,6.2,2002,60000000,2,24,6,6.199999809265137
2725221,7.5,2007,20000000,2,33,7.5,7.5
2725295,5.7,2000,34000000,27,12,6.711111174689399,6.162499964237213
2725299,7.4,2010,173435.7156,0,1,7.400000095367432,7.400000095367432
2725886,7.7,2008,2500000,0,53,6.825000047683716,7.699999809265137
2726015,6.4,2003,3000000,1,29,6.400000095367432,6.590000057220459
2726173,7.7,2000,30000000,4,86,7.299999872843425,7.199999809265137
2726696,6.8,2006,16189600,6,40,6.800000190734863,6.853333473205566
2726919,6.8,2007,27500000,1,55,6.75,6.800000190734863
2727075,7.1,2005,40000000,10,105,6.6333334181043835,7.099999904632568
2727401,5.3,2001,17000000,28,6,5.800000190734863,5.000000158945719
2727418,6.5,1979,370644,0,23,6.5,6.5
2727428,6.9,1984,1500000,2,67,6.400000095367432,6.800000031789144
2727787,8.4,2000,4500000,3,54,7.799999952316284,7.458333214124044
2728062,6.7,2007,11000000,0,35,6.699999809265137,6.866666634877523
2728171,6.7,2002,33000000,3,17,5.9666666984558105,6.050000031789144
2728178,6.1,2004,45000000,20,59,6.099999904632568,6.050000031789144
2728182,6.3,2007,45000000,10,15,5.528571435383388,6.050000031789144
2728188,5.3,2012,65000000,26,13,5.9666666984558105,6.050000031789144
